日期,时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,成交状态,最新成交时间
2015-04-07,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-12266份,1.478,(18131.601),-12266份,-,8249.57,90.66,全部成交,2015-04-09 09:30:00
2015-04-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-2994份,1.324,(3964.056),-2994份,-,1791.81,19.82,全部成交,2015-04-09 09:30:00
2015-04-07,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-12266份,1.478,(18131.601),-12266份,-,8249.57,90.66,全部成交,2015-04-09 09:30:00
2015-04-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-2994份,1.324,(3964.056),-2994份,-,1791.81,19.82,全部成交,2015-04-09 09:30:00
2015-04-07,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-12266份,1.478,(18131.601),-12266份,-,8249.57,90.66,全部成交,2015-04-09 09:30:00
2015-04-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-2994份,1.324,(3964.056),-2994份,-,1791.81,19.82,全部成交,2015-04-09 09:30:00
2015-04-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-0份,--,(0),-28620份,-,0,0,委托中,None
2015-04-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-0份,--,(0),-17066份,-,0,0,委托中,None
2015-04-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-0份,--,(0),-28620份,-,0,0,委托中,None
2015-04-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-0份,--,(0),-17066份,-,0,0,委托中,None
2015-04-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-28620份,1.539,(44037.594),-28620份,-,20980.06,220.19,全部成交,2015-04-16 09:30:00
2015-04-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-17066份,1.398,(23858.268),-17066份,-,11476.34,119.29,全部成交,2015-04-16 09:30:00
2015-04-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-28620份,1.539,(44037.594),-28620份,-,20980.06,220.19,全部成交,2015-04-16 09:30:00
2015-04-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-17066份,1.398,(23858.268),-17066份,-,11476.34,119.29,全部成交,2015-04-16 09:30:00
2015-04-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),赎回,市价单,-28620份,1.539,(44037.594),-28620份,-,20980.06,220.19,全部成交,2015-04-16 09:30:00
2015-04-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-17066份,1.398,(23858.268),-17066份,-,11476.34,119.29,全部成交,2015-04-16 09:30:00
2015-04-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-0份,--,(0),-39821份,-,0,0,委托中,None
2015-04-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-0份,--,(0),-39821份,-,0,0,委托中,None
2015-04-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-39821份,1.465,(58337.765),-39821份,-,29446.37,291.69,全部成交,2015-04-23 09:30:00
2015-04-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-39821份,1.465,(58337.765),-39821份,-,29446.37,291.69,全部成交,2015-04-23 09:30:00
2015-04-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),赎回,市价单,-39821份,1.465,(58337.765),-39821份,-,29446.37,291.69,全部成交,2015-04-23 09:30:00
2015-04-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-0份,--,(0),-13057份,-,0,0,委托中,None
2015-04-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-0份,--,(0),-13057份,-,0,0,委托中,None
2015-04-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-13057份,1.939,(25317.523),-13057份,-,12518.59,126.59,全部成交,2015-04-30 09:30:00
2015-04-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-13057份,1.939,(25317.523),-13057份,-,12518.59,126.59,全部成交,2015-04-30 09:30:00
2015-04-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-13057份,1.939,(25317.523),-13057份,-,12518.59,126.59,全部成交,2015-04-30 09:30:00
2015-06-09,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-0份,--,(0),-30468份,-,0,0,委托中,None
2015-06-09,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-0份,--,(0),-30468份,-,0,0,委托中,None
2015-06-09,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-30468份,2.377,(72422.436),-30468份,-,42556.62,362.11,全部成交,2015-06-11 09:30:00
2015-06-09,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-30468份,2.377,(72422.436),-30468份,-,42556.62,362.11,全部成交,2015-06-11 09:30:00
2015-06-09,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),赎回,市价单,-30468份,2.377,(72422.436),-30468份,-,42556.62,362.11,全部成交,2015-06-11 09:30:00
2015-08-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,481.4849份,-,-,0,委托中,None
2015-08-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,400.2798份,-,-,0,委托中,None
2015-08-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,481.4849份,-,-,0,委托中,None
2015-08-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,400.2798份,-,-,0,委托中,None
2015-08-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,507.6205份,0.981,497.976,507.6205份,-,-,7.58,全部成交,2015-08-27 09:30:00
2015-08-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,423.3165份,1.507,637.938,423.3165份,-,-,9.71,全部成交,2015-08-27 09:30:00
2015-09-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,315.3012份,-,-,0,委托中,None
2015-09-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,315.3012份,-,-,0,委托中,None
2015-09-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,326.7052份,1.463,477.97,326.7052份,-,-,7.28,全部成交,2015-09-17 09:30:00
2015-09-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,339.3071份,-,-,0,委托中,None
2015-09-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,339.3071份,-,-,0,委托中,None
2015-09-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,339.5225份,1.512,513.358,339.5225份,-,-,7.82,全部成交,2015-10-08 09:30:00
2015-11-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,240.8588份,-,-,0,委托中,None
2015-11-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,240.8588份,-,-,0,委托中,None
2015-11-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,238.3955份,1.651,393.591,238.3955份,-,-,5.99,全部成交,2015-11-05 09:30:00
2016-01-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,251.3508份,-,-,0,委托中,None
2016-01-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,251.3508份,-,-,0,委托中,None
2016-01-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,246.282份,1.716,422.62,246.282份,-,-,6.44,全部成交,2016-01-07 09:30:00
2016-01-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,355.8587份,-,-,0,委托中,None
2016-01-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,350.2588份,-,-,0,委托中,None
2016-01-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,355.8587份,-,-,0,委托中,None
2016-01-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,350.2588份,-,-,0,委托中,None
2016-01-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,348.5717份,1.079,376.109,348.5717份,-,-,5.73,全部成交,2016-01-14 09:30:00
2016-01-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,345.0049份,1.589,548.213,345.0049份,-,-,8.35,全部成交,2016-01-14 09:30:00
2016-01-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,379.8275份,-,-,0,委托中,None
2016-01-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,343.4218份,-,-,0,委托中,None
2016-01-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,379.8275份,-,-,0,委托中,None
2016-01-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,343.4218份,-,-,0,委托中,None
2016-01-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,365.0897份,1.076,392.837,365.0897份,-,-,5.98,全部成交,2016-01-21 09:30:00
2016-01-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,328.4841份,1.590,522.29,328.4841份,-,-,7.95,全部成交,2016-01-21 09:30:00
2016-01-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,524.0954份,-,-,0,委托中,None
2016-01-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,406.1814份,-,-,0,委托中,None
2016-01-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,524.0954份,-,-,0,委托中,None
2016-01-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,406.1814份,-,-,0,委托中,None
2016-01-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,543.7319份,0.995,541.013,543.7319份,-,-,8.24,全部成交,2016-01-28 09:30:00
2016-01-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,425.5563份,1.461,621.738,425.5563份,-,-,9.47,全部成交,2016-01-28 09:30:00
2016-02-02,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,567.426份,-,-,0,委托中,None
2016-02-02,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,411.0504份,-,-,0,委托中,None
2016-02-02,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,567.426份,-,-,0,委托中,None
2016-02-02,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,411.0504份,-,-,0,委托中,None
2016-02-02,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,549.9451份,0.997,548.295,549.9451份,-,-,8.35,全部成交,2016-02-04 09:30:00
2016-02-02,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,522.5836份,1.118,584.248,522.5836份,-,-,8.9,全部成交,2016-02-04 09:30:00
2016-02-16,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,536.8136份,-,-,0,委托中,None
2016-02-16,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,511.1319份,-,-,0,委托中,None
2016-02-16,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,536.8136份,-,-,0,委托中,None
2016-02-16,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,511.1319份,-,-,0,委托中,None
2016-02-16,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,515.1901份,1.013,521.888,515.1901份,-,-,7.95,全部成交,2016-02-18 09:30:00
2016-02-16,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,488.6058份,1.152,562.874,488.6058份,-,-,8.57,全部成交,2016-02-18 09:30:00
2016-02-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,443.9816份,-,-,0,委托中,None
2016-02-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,466.3762份,-,-,0,委托中,None
2016-02-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,443.9816份,-,-,0,委托中,None
2016-02-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,466.3762份,-,-,0,委托中,None
2016-02-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,442.0059份,1.027,453.94,442.0059份,-,-,6.91,全部成交,2016-02-25 09:30:00
2016-02-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,462.5056份,1.176,543.907,462.5056份,-,-,8.28,全部成交,2016-02-25 09:30:00
2016-03-01,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,550.8322份,-,-,0,委托中,None
2016-03-01,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,517.2938份,-,-,0,委托中,None
2016-03-01,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,550.8322份,-,-,0,委托中,None
2016-03-01,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,517.2938份,-,-,0,委托中,None
2016-03-01,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,535.445份,0.990,530.091,535.445份,-,-,8.07,全部成交,2016-03-03 09:30:00
2016-03-01,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,500.468份,1.124,562.526,500.468份,-,-,8.57,全部成交,2016-03-03 09:30:00
2016-03-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,363.8187份,-,-,0,委托中,None
2016-03-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,402.322份,-,-,0,委托中,None
2016-03-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,363.8187份,-,-,0,委托中,None
2016-03-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,402.322份,-,-,0,委托中,None
2016-03-08,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,357.6808份,1.053,376.638,357.6808份,-,-,5.74,全部成交,2016-03-10 09:30:00
2016-03-08,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,396.9577份,1.182,469.204,396.9577份,-,-,7.15,全部成交,2016-03-10 09:30:00
2016-03-15,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,378.7354份,-,-,0,委托中,None
2016-03-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,423.36份,-,-,0,委托中,None
2016-03-15,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,378.7354份,-,-,0,委托中,None
2016-03-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,423.36份,-,-,0,委托中,None
2016-03-15,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,370.9083份,1.043,386.857,370.9083份,-,-,5.89,全部成交,2016-03-17 09:30:00
2016-03-15,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,415.5888份,1.174,487.901,415.5888份,-,-,7.43,全部成交,2016-03-17 09:30:00
2016-03-22,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,378.0055份,-,-,0,委托中,None
2016-03-22,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,378.0055份,-,-,0,委托中,None
2016-03-22,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,373.5542份,1.222,456.483,373.5542份,-,-,6.95,全部成交,2016-03-24 09:30:00
2016-03-29,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,356.9014份,-,-,0,委托中,None
2016-03-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,403.2551份,-,-,0,委托中,None
2016-03-29,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,356.9014份,-,-,0,委托中,None
2016-03-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,403.2551份,-,-,0,委托中,None
2016-03-29,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,354.2315份,1.048,371.235,354.2315份,-,-,5.65,全部成交,2016-03-31 09:30:00
2016-03-29,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,401.1849份,1.198,480.62,401.1849份,-,-,7.32,全部成交,2016-03-31 09:30:00
2016-04-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,373.257份,-,-,0,委托中,None
2016-04-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,373.257份,-,-,0,委托中,None
2016-04-05,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,362.3469份,1.246,451.484,362.3469份,-,-,6.88,全部成交,2016-04-07 09:30:00
2016-04-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,286.2963份,-,-,0,委托中,None
2016-04-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,371.2841份,-,-,0,委托中,None
2016-04-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,286.2963份,-,-,0,委托中,None
2016-04-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,371.2841份,-,-,0,委托中,None
2016-04-12,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,282.265份,1.072,302.588,282.265份,-,-,4.61,全部成交,2016-04-14 09:30:00
2016-04-12,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,366.6011份,1.238,453.852,366.6011份,-,-,6.91,全部成交,2016-04-14 09:30:00
2016-04-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,308.3395份,-,-,0,委托中,None
2016-04-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,362.3427份,-,-,0,委托中,None
2016-04-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,308.3395份,-,-,0,委托中,None
2016-04-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,362.3427份,-,-,0,委托中,None
2016-04-19,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,302.8707份,1.080,327.1,302.8707份,-,-,4.98,全部成交,2016-04-21 09:30:00
2016-04-19,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,356.0482份,1.246,443.636,356.0482份,-,-,6.76,全部成交,2016-04-21 09:30:00
2016-04-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,305.9538份,-,-,0,委托中,None
2016-04-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,389.1441份,-,-,0,委托中,None
2016-04-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,305.9538份,-,-,0,委托中,None
2016-04-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,389.1441份,-,-,0,委托中,None
2016-04-26,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,299.9602份,1.073,321.857,299.9602份,-,-,4.9,全部成交,2016-04-28 09:30:00
2016-04-26,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,381.7463份,1.228,468.784,381.7463份,-,-,7.14,全部成交,2016-04-28 09:30:00
2016-05-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,238.013份,-,-,0,委托中,None
2016-05-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,367.1195份,-,-,0,委托中,None
2016-05-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,238.013份,-,-,0,委托中,None
2016-05-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,367.1195份,-,-,0,委托中,None
2016-05-03,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,231.6208份,1.080,250.15,231.6208份,-,-,3.81,全部成交,2016-05-05 09:30:00
2016-05-03,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,355.7943份,1.243,442.252,355.7943份,-,-,6.73,全部成交,2016-05-05 09:30:00
2016-05-10,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,404.3655份,-,-,0,委托中,None
2016-05-10,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,426.3781份,-,-,0,委托中,None
2016-05-10,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,404.3655份,-,-,0,委托中,None
2016-05-10,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,426.3781份,-,-,0,委托中,None
2016-05-10,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,398.3份,1.039,413.834,398.3份,-,-,6.3,全部成交,2016-05-12 09:30:00
2016-05-10,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,418.5672份,1.187,496.839,418.5672份,-,-,7.57,全部成交,2016-05-12 09:30:00
2016-05-17,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,368.8522份,-,-,0,委托中,None
2016-05-17,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,412.1044份,-,-,0,委托中,None
2016-05-17,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,368.8522份,-,-,0,委托中,None
2016-05-17,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,412.1044份,-,-,0,委托中,None
2016-05-17,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,364.7128份,1.043,380.395,364.7128份,-,-,5.79,全部成交,2016-05-19 09:30:00
2016-05-17,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,407.2793份,1.197,487.513,407.2793份,-,-,7.42,全部成交,2016-05-19 09:30:00
2016-05-24,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,368.2324份,-,-,0,委托中,None
2016-05-24,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,419.8652份,-,-,0,委托中,None
2016-05-24,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,368.2324份,-,-,0,委托中,None
2016-05-24,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,419.8652份,-,-,0,委托中,None
2016-05-24,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,365.5097份,1.036,378.668,365.5097份,-,-,5.77,全部成交,2016-05-26 09:30:00
2016-05-24,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,416.7135份,1.183,492.972,416.7135份,-,-,7.51,全部成交,2016-05-26 09:30:00
2016-05-31,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,264.5671份,-,-,0,委托中,None
2016-05-31,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,369.6841份,-,-,0,委托中,None
2016-05-31,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,264.5671份,-,-,0,委托中,None
2016-05-31,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,369.6841份,-,-,0,委托中,None
2016-05-31,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,253.5423份,1.071,271.544,253.5423份,-,-,4.14,全部成交,2016-06-02 09:30:00
2016-05-31,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,354.5877份,1.220,432.597,354.5877份,-,-,6.59,全部成交,2016-06-02 09:30:00
2016-06-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,267.6405份,-,-,0,委托中,None
2016-06-07,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,366.3477份,-,-,0,委托中,None
2016-06-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,267.6405份,-,-,0,委托中,None
2016-06-07,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,366.3477份,-,-,0,委托中,None
2016-06-07,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,263.6259份,1.071,282.343,263.6259份,-,-,4.3,全部成交,2016-06-13 09:30:00
