日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2016-08-05,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.297,0.95,0.36,0.806,-,0,0,0份,0%
2016-08-05,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.118,9735.66,550.23,1.055,-,0,17.42,0份,2.42%
2016-08-05,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12749.29份,12749.2949份,1.307,16663.33,1009.35,1.228,-,0,12.75,0份,4.14%
2016-08-05,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.292,0.83,0.33,0.779,-,0,0,0份,0%
2016-08-05,,Cash,,,,,375847.71,,,,,,
2016-08-08,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.299,0.95,0.36,0.806,-,0,0,0份,0%
2016-08-08,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.123,9779.21,593.77,1.055,-,0,43.54,0份,2.43%
2016-08-08,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12749.29份,12749.2949份,1.310,16701.58,1047.6,1.228,-,0,38.25,0份,4.15%
2016-08-08,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.298,0.83,0.33,0.779,-,0,0,0份,0%
2016-08-08,,Cash,,,,,375847.71,,,,,,
2016-08-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.310,0.95,0.37,0.806,-,0,0.01,0份,0%
2016-08-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.130,9840.16,654.73,1.055,-,0,60.96,0份,2.44%
2016-08-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12749.29份,12749.2949份,1.322,16854.57,1200.59,1.228,-,0,152.99,0份,4.19%
2016-08-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.316,0.84,0.34,0.779,-,0,0.01,0份,0%
2016-08-09,,Cash,,,,,375847.71,,,,,,
2016-08-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.319,0.96,0.37,0.806,-,0,0.01,0份,0%
2016-08-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.137,9901.12,715.68,1.055,-,0,60.96,0份,2.46%
2016-08-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,12749.29份,12749.2949份,1.329,16943.81,1289.84,1.228,-,0,89.25,0份,4.21%
2016-08-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.321,0.85,0.35,0.779,-,0,0,0份,0%
2016-08-10,,Cash,,,,,375847.71,,,,,,
2016-08-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.315,0.96,0.37,0.806,-,0,0,0份,0%
2016-08-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.133,9866.29,680.85,1.055,-,0,-34.83,0份,2.45%
2016-08-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.323,17210.09,1206.54,1.230,-,0,-78.05,259.0845份,4.27%
2016-08-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.314,0.84,0.34,0.779,-,0,0,0份,0%
2016-08-11,,Cash,,,,,375498.14,,,,,,
2016-08-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.313,0.96,0.37,0.806,-,0,0,0份,0%
2016-08-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.135,9883.7,698.27,1.055,-,0,17.42,0份,2.46%
2016-08-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.319,17158.05,1154.51,1.230,-,0,-52.03,0份,4.26%
2016-08-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.306,0.84,0.34,0.779,-,0,-0.01,0份,0%
2016-08-12,,Cash,,,,,375498.14,,,,,,
2016-08-15,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.338,0.97,0.39,0.806,-,0,0.02,0份,0%
2016-08-15,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.160,10101.41,915.97,1.055,-,0,217.7,0份,2.51%
2016-08-15,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.341,17444.24,1440.69,1.230,-,0,286.18,0份,4.33%
2016-08-15,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.332,0.85,0.35,0.779,-,0,0.02,0份,0%
2016-08-15,,Cash,,,,,375498.14,,,,,,
2016-08-16,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.372,1,0.41,0.806,-,0,0.02,0份,0%
2016-08-16,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.194,10397.48,1212.05,1.055,-,0,296.08,0份,2.58%
2016-08-16,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.369,17808.47,1804.93,1.230,-,0,364.23,0份,4.41%
2016-08-16,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.370,0.88,0.38,0.779,-,0,0.02,0份,0%
2016-08-16,,Cash,,,,,375498.14,,,,,,
2016-08-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.362,0.99,0.41,0.806,-,0,-0.01,0份,0%
2016-08-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.186,10327.82,1142.38,1.055,-,0,-69.66,0份,2.56%
2016-08-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.364,17743.43,1739.89,1.230,-,0,-65.04,0份,4.4%
2016-08-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.380,0.89,0.39,0.779,-,0,0.01,0份,0%
2016-08-17,,Cash,,,,,375498.14,,,,,,
2016-08-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.362,0.99,0.41,0.806,-,0,0,0份,0%
2016-08-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.182,10292.98,1107.55,1.055,-,0,-34.83,0份,2.55%
2016-08-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.365,17756.44,1752.9,1.230,-,0,13.01,0份,4.4%
2016-08-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.373,0.88,0.38,0.779,-,0,0,0份,0%
2016-08-18,,Cash,,,,,375498.14,,,,,,
2016-08-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.361,0.99,0.4,0.806,-,0,0,0份,0%
2016-08-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.179,10266.86,1081.42,1.055,-,0,-26.12,0份,2.54%
2016-08-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.361,17704.4,1700.86,1.230,-,0,-52.03,0份,4.39%
2016-08-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.373,0.88,0.38,0.779,-,0,0,0份,0%
2016-08-19,,Cash,,,,,375498.14,,,,,,
2016-08-22,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.360,0.99,0.4,0.806,-,0,0,0份,0%
2016-08-22,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.177,10249.44,1064.01,1.055,-,0,-17.42,0份,2.54%
2016-08-22,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.363,17730.42,1726.88,1.230,-,0,26.02,0份,4.39%
2016-08-22,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.365,0.88,0.38,0.779,-,0,-0.01,0份,0%
2016-08-22,,Cash,,,,,375498.14,,,,,,
2016-08-23,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.352,0.99,0.4,0.806,-,0,-0.01,0份,0%
2016-08-23,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.171,10197.19,1011.76,1.055,-,0,-52.25,0份,2.53%
2016-08-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.356,17639.36,1635.82,1.230,-,0,-91.06,0份,4.37%
2016-08-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.353,0.87,0.37,0.779,-,0,-0.01,0份,0%
2016-08-23,,Cash,,,,,375498.14,,,,,,
2016-08-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.355,0.99,0.4,0.806,-,0,0,0份,0%
2016-08-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.172,10205.9,1020.47,1.055,-,0,8.71,0份,2.53%
2016-08-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.357,17652.37,1648.83,1.230,-,0,13.01,0份,4.38%
2016-08-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.356,0.87,0.37,0.779,-,0,0,0份,0%
2016-08-24,,Cash,,,,,375498.14,,,,,,
2016-08-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.351,0.98,0.4,0.806,-,0,0,0份,0%
2016-08-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.167,10162.36,976.93,1.055,-,0,-43.54,0份,2.52%
2016-08-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.353,17600.34,1596.79,1.230,-,0,-52.03,0份,4.36%
2016-08-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.350,0.87,0.37,0.779,-,0,0,0份,0%
2016-08-25,,Cash,,,,,375498.14,,,,,,
2016-08-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.343,0.98,0.39,0.806,-,0,-0.01,0份,0%
2016-08-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.160,10101.41,915.97,1.055,-,0,-60.96,0份,2.51%
2016-08-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.349,17548.3,1544.76,1.230,-,0,-52.03,0份,4.35%
2016-08-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.341,0.86,0.36,0.779,-,0,-0.01,0份,0%
2016-08-26,,Cash,,,,,375498.14,,,,,,
2016-08-29,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.343,0.98,0.39,0.806,-,0,0,0份,0%
2016-08-29,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.159,10092.7,907.26,1.055,-,0,-8.71,0份,2.5%
2016-08-29,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.348,17535.3,1531.75,1.230,-,0,-13.01,0份,4.35%
2016-08-29,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.336,0.86,0.36,0.779,-,0,0,0份,0%
2016-08-29,,Cash,,,,,375498.14,,,,,,
2016-08-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.345,0.98,0.39,0.806,-,0,0,0份,0%
2016-08-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.156,10066.57,881.14,1.055,-,0,-26.12,0份,2.5%
2016-08-30,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.347,17522.29,1518.74,1.230,-,0,-13.01,0份,4.35%
2016-08-30,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.339,0.86,0.36,0.779,-,0,0,0份,0%
2016-08-30,,Cash,,,,,375498.14,,,,,,
2016-08-31,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.347,0.98,0.39,0.806,-,0,0,0份,0%
2016-08-31,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.159,10092.7,907.26,1.055,-,0,26.12,0份,2.5%
2016-08-31,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.350,17561.31,1557.77,1.230,-,0,39.03,0份,4.36%
2016-08-31,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.339,0.86,0.36,0.779,-,0,0,0份,0%
2016-08-31,,Cash,,,,,375498.14,,,,,,
2016-09-01,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.353,0.99,0.4,0.806,-,0,0,0份,0%
2016-09-01,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.167,10162.36,976.93,1.055,-,0,69.66,0份,2.52%
2016-09-01,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.355,17626.35,1622.81,1.230,-,0,65.04,0份,4.37%
2016-09-01,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.351,0.87,0.37,0.779,-,0,0.01,0份,0%
2016-09-01,,Cash,,,,,375498.14,,,,,,
2016-09-02,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.345,0.98,0.39,0.806,-,0,-0.01,0份,0%
2016-09-02,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.158,10083.99,898.55,1.055,-,0,-78.37,0份,2.5%
2016-09-02,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.344,17483.26,1479.72,1.230,-,0,-143.09,0份,4.34%
2016-09-02,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.334,0.86,0.36,0.779,-,0,-0.01,0份,0%
2016-09-02,,Cash,,,,,375498.14,,,,,,
2016-09-05,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.349,0.98,0.4,0.806,-,0,0,0份,0%
2016-09-05,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.162,10118.82,933.39,1.055,-,0,34.83,0份,2.51%
2016-09-05,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.346,17509.28,1505.74,1.230,-,0,26.02,0份,4.34%
2016-09-05,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.338,0.86,0.36,0.779,-,0,0,0份,0%
2016-09-05,,Cash,,,,,375498.14,,,,,,
2016-09-06,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.349,0.98,0.4,0.806,-,0,0,0份,0%
2016-09-06,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.162,10118.82,933.39,1.055,-,0,0,0份,2.51%
2016-09-06,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.351,17574.32,1570.78,1.230,-,0,65.04,0份,4.36%
2016-09-06,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.350,0.87,0.37,0.779,-,0,0.01,0份,0%
2016-09-06,,Cash,,,,,375498.14,,,,,,
2016-09-07,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.358,0.99,0.4,0.806,-,0,0.01,0份,0%
2016-09-07,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.166,10153.65,968.22,1.055,-,0,34.83,0份,2.52%
2016-09-07,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.360,17691.4,1687.85,1.230,-,0,117.08,0份,4.39%
2016-09-07,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.365,0.88,0.38,0.779,-,0,0.01,0份,0%
2016-09-07,,Cash,,,,,375498.14,,,,,,
2016-09-08,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.357,0.99,0.4,0.806,-,0,0,0份,0%
2016-09-08,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.168,10171.07,985.63,1.055,-,0,17.42,0份,2.52%
2016-09-08,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.361,17704.4,1700.86,1.230,-,0,13.01,0份,4.39%
2016-09-08,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.364,0.87,0.38,0.779,-,0,0,0份,0%
2016-09-08,,Cash,,,,,375498.14,,,,,,
2016-09-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.357,0.99,0.4,0.806,-,0,0,0份,0%
2016-09-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.167,10162.36,976.93,1.055,-,0,-8.71,0份,2.52%
2016-09-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.362,17717.41,1713.87,1.230,-,0,13.01,0份,4.39%
2016-09-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.363,0.87,0.37,0.779,-,0,0,0份,0%
2016-09-09,,Cash,,,,,375498.14,,,,,,
2016-09-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.350,0.98,0.4,0.806,-,0,-0.01,0份,0%
2016-09-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.161,10110.11,924.68,1.055,-,0,-52.25,0份,2.51%
2016-09-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.354,17613.35,1609.8,1.230,-,0,-104.07,0份,4.37%
2016-09-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.351,0.87,0.37,0.779,-,0,-0.01,0份,0%
2016-09-12,,Cash,,,,,375498.14,,,,,,
2016-09-13,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.329,0.97,0.38,0.806,-,0,-0.02,0份,0%
2016-09-13,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.147,9988.2,802.76,1.055,-,0,-121.91,0份,2.48%
2016-09-13,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.333,17340.17,1336.63,1.230,-,0,-273.18,0份,4.3%
2016-09-13,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.321,0.85,0.35,0.779,-,0,-0.02,0份,0%
2016-09-13,,Cash,,,,,375498.14,,,,,,
2016-09-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.327,0.97,0.38,0.806,-,0,0,0份,0%
2016-09-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.145,9970.78,785.35,1.055,-,0,-17.42,0份,2.48%
2016-09-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13008.38份,13008.3794份,1.335,17366.19,1362.64,1.230,-,0,26.02,0份,4.31%
2016-09-14,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.325,0.85,0.35,0.779,-,0,0,0份,0%
2016-09-14,,Cash,,,,,375498.14,,,,,,
2016-09-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.318,0.96,0.37,0.806,-,0,-0.01,0份,0%
2016-09-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.135,9883.7,698.27,1.055,-,0,-87.08,0份,2.45%
2016-09-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13210.9份,13210.9009份,1.325,17504.44,1226.42,1.232,-,0,-132.11,202.5215份,4.35%
2016-09-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.315,0.84,0.34,0.779,-,0,-0.01,0份,0%
2016-09-19,,Cash,,,,,375223.66,,,,,,
2016-09-20,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.330,0.97,0.38,0.806,-,0,0.01,0份,0%
2016-09-20,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.143,9953.37,767.93,1.055,-,0,69.66,0份,2.47%
2016-09-20,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13210.9份,13210.9009份,1.335,17636.55,1358.53,1.232,-,0,132.11,0份,4.38%
2016-09-20,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.330,0.85,0.35,0.779,-,0,0.01,0份,0%
2016-09-20,,Cash,,,,,375223.66,,,,,,
2016-09-21,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.329,0.97,0.38,0.806,-,0,0,0份,0%
2016-09-21,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.142,9944.66,759.22,1.055,-,0,-8.71,0份,2.47%
2016-09-21,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13210.9份,13210.9009份,1.337,17662.97,1384.95,1.232,-,0,26.42,0份,4.38%
2016-09-21,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.329,0.85,0.35,0.779,-,0,0,0份,0%
2016-09-21,,Cash,,,,,375223.66,,,,,,
2016-09-22,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.331,0.97,0.38,0.806,-,0,0,0份,0%
2016-09-22,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.145,9970.78,785.35,1.055,-,0,26.12,0份,2.47%
2016-09-22,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13404.23份,13404.2258份,1.339,17948.26,1407.82,1.234,-,0,26.81,193.3249份,4.45%
2016-09-22,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.338,0.86,0.36,0.779,-,0,0.01,0份,0%
2016-09-22,,Cash,,,,,374961.25,,,,,,
2016-09-23,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.340,0.98,0.39,0.806,-,0,0.01,0份,0%
2016-09-23,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.156,10066.57,881.14,1.055,-,0,95.79,0份,2.5%
2016-09-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13404.23份,13404.2258份,1.348,18068.9,1528.46,1.234,-,0,120.64,0份,4.48%
2016-09-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.355,0.87,0.37,0.779,-,0,0.01,0份,0%
2016-09-23,,Cash,,,,,374961.25,,,,,,
2016-09-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.337,0.97,0.39,0.806,-,0,0,0份,0%
2016-09-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.150,10014.32,828.89,1.055,-,0,-52.25,0份,2.49%
2016-09-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13404.23份,13404.2258份,1.342,17988.47,1448.03,1.234,-,0,-80.43,0份,4.46%
2016-09-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.346,0.86,0.36,0.779,-,0,-0.01,0份,0%
2016-09-26,,Cash,,,,,374961.25,,,,,,
2016-09-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.315,0.96,0.37,0.806,-,0,-0.02,0份,0%
2016-09-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.136,9892.41,706.98,1.055,-,0,-121.91,0份,2.46%
2016-09-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13404.23份,13404.2258份,1.324,17747.19,1206.76,1.234,-,0,-241.28,0份,4.41%
2016-09-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.324,0.85,0.35,0.779,-,0,-0.01,0份,0%
2016-09-27,,Cash,,,,,374961.25,,,,,,
2016-09-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.323,0.96,0.38,0.806,-,0,0.01,0份,0%
2016-09-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.142,9944.66,759.22,1.055,-,0,52.25,0份,2.47%
2016-09-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13404.23份,13404.2258份,1.333,17867.83,1327.4,1.234,-,0,120.64,0份,4.44%
