日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2019-01-07,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.959,6880.47,-240.83,0.993,-,0,114.79,0份,1.7%
2019-01-07,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.384,11380.21,-277.39,1.418,-,0,289.44,0份,2.81%
2019-01-07,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.452,15903.75,-1883.98,1.624,-,0,361.45,0份,3.92%
2019-01-07,,Cash,,,,,356598.15,,,,,,
2019-01-08,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.536,6357.72,-333.44,1.616,-,0,14.9,0份,1.57%
2019-01-08,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.379,8368.04,-452.26,1.454,-,0,12.14,0份,2.06%
2019-01-08,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.968,6945.05,-176.25,0.993,-,0,64.57,0份,1.71%
2019-01-08,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.398,11491.22,-166.38,1.418,-,0,111.01,0份,2.83%
2019-01-08,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.475,16155.66,-1632.06,1.624,-,0,251.92,0份,3.98%
2019-01-08,,Cash,,,,,356598.15,,,,,,
2019-01-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4139.95份,4139.9466份,1.531,6339.09,-352.07,1.616,-,0,-18.63,0份,1.56%
2019-01-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6068.19份,6068.1918份,1.374,8337.7,-482.6,1.454,-,0,-30.34,0份,2.05%
2019-01-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7174.63份,7174.6344份,0.968,6945.05,-176.25,0.993,-,0,0,0份,1.71%
2019-01-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8222.7份,8222.6966份,1.398,11492.86,-164.74,1.418,-,0,1.64,0份,2.83%
2019-01-09,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,10952.99份,10952.9931份,1.472,16122.81,-1664.92,1.624,-,0,-32.86,0份,3.97%
2019-01-09,,Cash,,,,,356598.15,,,,,,
2019-01-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4521.16份,4521.1642份,1.552,7015.04,-268.72,1.611,-,0,92.23,381.2176份,1.73%
2019-01-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6545.21份,6545.2139份,1.388,9084.76,-400.95,1.449,-,0,91.63,477.0221份,2.24%
2019-01-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7882.32份,7882.3182份,0.975,7685.26,-131.51,0.992,-,0,55.18,707.6838份,1.89%
2019-01-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8821.25份,8821.2521份,1.414,12473.25,-20.95,1.416,-,0,143.79,598.5555份,3.07%
2019-01-10,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,11529.91份,11529.9087份,1.477,17029.68,-1620.2,1.618,-,0,57.65,576.9156份,4.19%
2019-01-10,,Cash,,,,,352945.91,,,,,,
2019-01-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4521.16份,4521.1642份,1.547,6993.34,-290.43,1.611,-,0,-21.7,0份,1.72%
2019-01-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6545.21份,6545.2139份,1.384,9058.58,-427.13,1.449,-,0,-26.18,0份,2.23%
2019-01-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7882.32份,7882.3182份,0.971,7653.73,-163.04,0.992,-,0,-31.53,0份,1.88%
2019-01-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8821.25份,8821.2521份,1.411,12443.26,-50.94,1.416,-,0,-29.99,0份,3.06%
2019-01-11,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,11529.91份,11529.9087份,1.476,17018.15,-1631.73,1.618,-,0,-11.53,0份,4.19%
2019-01-11,,Cash,,,,,352945.91,,,,,,
2019-01-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4521.16份,4521.1642份,1.557,7038.55,-245.21,1.611,-,0,45.21,0份,1.73%
2019-01-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6545.21份,6545.2139份,1.395,9130.57,-355.13,1.449,-,0,72,0份,2.25%
2019-01-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7882.32份,7882.3182份,0.976,7693.14,-123.63,0.992,-,0,39.41,0份,1.89%
2019-01-14,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8821.25份,8821.2521份,1.419,12515.59,21.39,1.416,-,0,72.33,0份,3.08%
2019-01-14,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,11529.91份,11529.9087份,1.485,17121.91,-1527.96,1.618,-,0,103.77,0份,4.21%
2019-01-14,,Cash,,,,,352945.91,,,,,,
2019-01-15,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4521.16份,4521.1642份,1.543,6974.8,-308.96,1.611,-,0,-63.75,0份,1.72%
2019-01-15,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6545.21份,6545.2139份,1.384,9058.58,-427.13,1.449,-,0,-72,0份,2.23%
2019-01-15,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7882.32份,7882.3182份,0.973,7669.5,-147.27,0.992,-,0,-23.65,0份,1.89%
2019-01-15,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8821.25份,8821.2521份,1.412,12454.73,-39.48,1.416,-,0,-60.87,0份,3.07%
2019-01-15,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,11529.91份,11529.9087份,1.477,17029.68,-1620.2,1.618,-,0,-92.24,0份,4.19%
2019-01-15,,Cash,,,,,352945.91,,,,,,
2019-01-16,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4521.16份,4521.1642份,1.571,7103.2,-180.56,1.611,-,0,128.4,0份,1.75%
2019-01-16,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6545.21份,6545.2139份,1.401,9169.84,-315.86,1.449,-,0,111.27,0份,2.25%
2019-01-16,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,7882.32份,7882.3182份,0.984,7756.2,-60.57,0.992,-,0,86.71,0份,1.91%
2019-01-16,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,8821.25份,8821.2521份,1.434,12646.15,151.94,1.416,-,0,191.42,0份,3.11%
2019-01-16,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,11529.91份,11529.9087份,1.497,17260.27,-1389.6,1.618,-,0,230.6,0份,4.24%
2019-01-16,,Cash,,,,,352945.91,,,,,,
2019-01-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4875.75份,4875.7523份,1.575,7681.26,-168.08,1.610,-,0,20.97,354.5881份,1.89%
2019-01-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6999.34份,6999.34份,1.405,9834.07,-297.55,1.448,-,0,28,454.1261份,2.42%
2019-01-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8560.47份,8560.4682份,0.985,8432.06,-62.17,0.992,-,0,8.56,678.15份,2.07%
2019-01-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9365.29份,9365.29份,1.435,13435.45,161.31,1.417,-,0,9.37,544.0379份,3.3%
2019-01-17,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12088.64份,12088.6409份,1.496,18084.61,-1414.43,1.613,-,0,-12.09,558.7322份,4.44%
2019-01-17,,Cash,,,,,349427.86,,,,,,
2019-01-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4875.75份,4875.7523份,1.570,7656.39,-192.95,1.610,-,0,-24.87,0份,1.88%
2019-01-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6999.34份,6999.34份,1.400,9799.08,-332.55,1.448,-,0,-35,0份,2.41%
2019-01-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8560.47份,8560.4682份,0.983,8414.94,-79.29,0.992,-,0,-17.12,0份,2.07%
2019-01-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9365.29份,9365.29份,1.424,13331.49,57.35,1.417,-,0,-103.95,0份,3.28%
2019-01-18,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12088.64份,12088.6409份,1.484,17939.54,-1559.49,1.613,-,0,-145.06,0份,4.41%
2019-01-18,,Cash,,,,,349427.86,,,,,,
2019-01-21,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4875.75份,4875.7523份,1.598,7790.96,-58.38,1.610,-,0,134.57,0份,1.91%
2019-01-21,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6999.34份,6999.34份,1.424,9967.06,-164.57,1.448,-,0,167.98,0份,2.45%
2019-01-21,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8560.47份,8560.4682份,0.994,8509.11,14.87,0.992,-,0,94.17,0份,2.09%
2019-01-21,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9365.29份,9365.29份,1.444,13518.8,244.66,1.417,-,0,187.31,0份,3.32%
2019-01-21,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12088.64份,12088.6409份,1.501,18145.05,-1353.98,1.613,-,0,205.51,0份,4.45%
2019-01-21,,Cash,,,,,349427.86,,,,,,
2019-01-22,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4875.75份,4875.7523份,1.609,7843.14,-6.2,1.610,-,0,52.17,0份,1.92%
2019-01-22,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6999.34份,6999.34份,1.430,10009.06,-122.57,1.448,-,0,42,0份,2.46%
2019-01-22,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8560.47份,8560.4682份,0.996,8526.23,31.99,0.992,-,0,17.12,0份,2.09%
2019-01-22,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9365.29份,9365.29份,1.447,13554.38,280.25,1.417,-,0,35.59,0份,3.33%
2019-01-22,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12088.64份,12088.6409份,1.512,18278.03,-1221.01,1.613,-,0,132.98,0份,4.48%
2019-01-22,,Cash,,,,,349427.86,,,,,,
2019-01-23,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,4875.75份,4875.7523份,1.589,7748.06,-101.28,1.610,-,0,-95.08,0份,1.9%
2019-01-23,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,6999.34份,6999.34份,1.417,9918.06,-213.56,1.448,-,0,-90.99,0份,2.44%
2019-01-23,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,8560.47份,8560.4682份,0.987,8449.18,-45.05,0.992,-,0,-77.04,0份,2.08%
2019-01-23,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9365.29份,9365.29份,1.429,13385.81,111.67,1.417,-,0,-168.58,0份,3.29%
2019-01-23,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12088.64份,12088.6409份,1.492,18036.25,-1462.78,1.613,-,0,-241.77,0份,4.43%
2019-01-23,,Cash,,,,,349427.86,,,,,,
2019-01-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5193.28份,5193.2765份,1.591,8259.91,-101.7,1.610,-,0,7.27,317.5242份,2.03%
2019-01-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7418.31份,7418.3118份,1.417,10511.75,-222.6,1.447,-,0,0,418.9718份,2.58%
2019-01-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9188.72份,9188.72份,0.991,9106.02,-17.74,0.993,-,0,36.75,628.2518份,2.24%
2019-01-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9904.52份,9904.5192份,1.432,14183.27,138.42,1.418,-,0,26.74,539.2292份,3.48%
2019-01-24,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12640.34份,12640.3412份,1.497,18922.59,-1412.12,1.609,-,0,63.2,551.7003份,4.65%
2019-01-24,,Cash,,,,,346076.96,,,,,,
2019-01-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5193.28份,5193.2765份,1.596,8290.55,-71.05,1.610,-,0,30.64,0份,2.04%
2019-01-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7418.31份,7418.3118份,1.424,10563.68,-170.67,1.447,-,0,51.93,0份,2.59%
2019-01-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9188.72份,9188.72份,0.995,9142.78,19.02,0.993,-,0,36.75,0份,2.24%
2019-01-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9904.52份,9904.5192份,1.439,14248.64,203.79,1.418,-,0,65.37,0份,3.5%
2019-01-25,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12640.34份,12640.3412份,1.503,18998.43,-1336.27,1.609,-,0,75.84,0份,4.66%
2019-01-25,,Cash,,,,,346076.96,,,,,,
2019-01-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5193.28份,5193.2765份,1.611,8364.81,3.21,1.610,-,0,74.26,0份,2.05%
2019-01-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7418.31份,7418.3118份,1.442,10697.21,-37.14,1.447,-,0,133.53,0份,2.62%
2019-01-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9188.72份,9188.72份,1.000,9188.72,64.96,0.993,-,0,45.94,0份,2.25%
2019-01-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9904.52份,9904.5192份,1.450,14361.55,316.7,1.418,-,0,112.91,0份,3.52%
2019-01-28,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12640.34份,12640.3412份,1.504,19011.07,-1323.63,1.609,-,0,12.64,0份,4.66%
2019-01-28,,Cash,,,,,346076.96,,,,,,
2019-01-29,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5193.28份,5193.2765份,1.610,8362.21,0.61,1.610,-,0,-2.6,0份,2.05%
2019-01-29,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7418.31份,7418.3118份,1.443,10704.62,-29.73,1.447,-,0,7.42,0份,2.63%
2019-01-29,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9188.72份,9188.72份,1.001,9197.91,74.15,0.993,-,0,9.19,0份,2.26%
2019-01-29,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9904.52份,9904.5192份,1.451,14370.47,325.61,1.418,-,0,8.91,0份,3.52%
2019-01-29,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12640.34份,12640.3412份,1.504,19011.07,-1323.63,1.609,-,0,0,0份,4.66%
2019-01-29,,Cash,,,,,346076.96,,,,,,
2019-01-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5193.28份,5193.2765份,1.619,8407.91,46.31,1.610,-,0,45.7,0份,2.06%
2019-01-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7418.31份,7418.3118份,1.452,10771.39,37.04,1.447,-,0,66.76,0份,2.64%
2019-01-30,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9188.72份,9188.72份,1.006,9243.85,120.09,0.993,-,0,45.94,0份,2.27%
2019-01-30,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,9904.52份,9904.5192份,1.457,14429.89,385.04,1.418,-,0,59.43,0份,3.54%
2019-01-30,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,12640.34份,12640.3412份,1.494,18884.67,-1450.04,1.609,-,0,-126.4,0份,4.63%
2019-01-30,,Cash,,,,,346076.96,,,,,,
2019-01-31,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5453.8份,5453.7972份,1.606,8758.8,-31.01,1.612,-,0,-70.9,260.5207份,2.15%
2019-01-31,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7783.2份,7783.204份,1.447,11262.3,-9.94,1.448,-,0,-38.92,364.8922份,2.76%
2019-01-31,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9757.1份,9757.1017份,1.000,9757.1,52.84,0.995,-,0,-58.54,568.3817份,2.39%
2019-01-31,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,10422.22份,10422.2197份,1.450,15114.3,315.21,1.420,-,0,-69.83,517.7005份,3.71%
2019-01-31,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,13195.43份,13195.4267份,1.485,19595.21,-1581.42,1.605,-,0,-118.76,555.0855份,4.81%
2019-01-31,,Cash,,,,,342934.2,,,,,,
2019-02-01,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5453.8份,5453.7972份,1.627,8875.51,85.7,1.612,-,0,116.71,0份,2.18%
2019-02-01,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7783.2份,7783.204份,1.466,11410.18,137.94,1.448,-,0,147.88,0份,2.8%
2019-02-01,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9757.1份,9757.1017份,1.004,9796.13,91.87,0.995,-,0,39.03,0份,2.4%
2019-02-01,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,10422.22份,10422.2197份,1.461,15223.74,424.64,1.420,-,0,109.43,0份,3.73%
2019-02-01,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,13195.43份,13195.4267份,1.475,19463.25,-1713.38,1.605,-,0,-131.95,0份,4.77%
2019-02-01,,Cash,,,,,342934.2,,,,,,
2019-02-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5453.8份,5453.7972份,1.641,8948.59,158.78,1.612,-,0,73.08,0份,2.19%
2019-02-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7783.2份,7783.204份,1.472,11456.88,184.64,1.448,-,0,46.7,0份,2.8%
2019-02-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9757.1份,9757.1017份,1.015,9903.46,199.2,0.995,-,0,107.33,0份,2.42%
2019-02-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,10422.22份,10422.2197份,1.484,15461.36,662.27,1.420,-,0,237.63,0份,3.78%
2019-02-11,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,13195.43份,13195.4267份,1.506,19872.31,-1304.32,1.605,-,0,409.06,0份,4.86%
2019-02-11,,Cash,,,,,342934.2,,,,,,
2019-02-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,5453.8份,5453.7972份,1.662,9066.39,276.58,1.612,-,0,117.8,0份,2.21%
2019-02-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,7783.2份,7783.204份,1.481,11526.93,254.68,1.448,-,0,70.05,0份,2.81%
2019-02-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,9757.1份,9757.1017份,1.028,10030.3,326.04,0.995,-,0,126.84,0份,2.45%
2019-02-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,10422.22份,10422.2197份,1.518,15815.72,1016.62,1.420,-,0,354.36,0份,3.86%
2019-02-12,场外基金,富国中证500指数增强型证券投资基金(LOF)(161017.OF),多,13195.43份,13195.4267份,1.543,20360.54,-816.09,1.605,-,0,488.23,0份,4.97%
